,interest,country,count
2652,Diseases and Conditions,Pakistan,14715
1188,Factual TV,Brunei,14715
5226,Driverless Cars,Germany,14715
2378,Large Animals,France,14715
8244,Reggae,Tanzania,14715
20874,Secondary Education,Spain,14715
15922,Resume Writing and Advice,Ghana,14700
20490,Roleplaying Games,UK,14700
20677,Economy,Sweden,14700
15783,Freelance Writing,Peru,14700
20827,Reptiles,Saudi Arabia,14700
7957,Music TV,Mongolia,14700
14777,Retail Industry,India,14700
3324,Women's Intimates and Sleepwear,South Africa,14700
2638,Art and Photography Books,Algeria,14700
13683,Personal Celebrations & Life Events,Uganda,14700
21077,Birth Control,Oman,14700
4414,Auto Repair,France,14685
6652,Reality TV,Sri Lanka,14685
3709,Home Security,Bangladesh,14685
17470,Europe Travel,Romania,14685
11868,Rugby,,14685
12767,Auto Buying and Selling,UK,14685
1881,Video Gaming,Italy,14685
3193,Role-Playing Video Games,CoteDIvore,14670
2914,Home Appliances,,14670
6319,Public Radio,South Korea,14670
1908,Information and Network Security,Malaysia,14670
15848,Pregnancy,Egypt,14670
20466,Driverless Cars,Netherlands,14670
1995,Australia and Oceania Travel,Czech,14670
3108,Comedy Events,Italy,14670
15900,Adult Education,Philippines,14670
17973,Style & Fashion,Palestine,14670
2593,National News,,14670
6707,Insurance,France,14670
13670,College Radio,India,14655
2106,Smartphones,Singapore,14655
8306,Government Business,Philippines,14655
5566,Simulation Video Games,,14655
20662,Auto Body Styles,Portugal,14655
9898,Fantasy Sports,Taiwan,14655
5946,Pharmaceutical Drugs,Australia,14655
4,Motorcycle Sports,Kuwait,14655
3402,Astrology,Singapore,14640
19803,Language Learning,Russia,14640
5626,Fantasy Movies,,14640
16658,Local News,,14640
13004,Operating Systems,India,14640
8390,Public Radio,Uruguay,14640
2097,Business Administration,Thailand,14640
11689,Public Radio,Zimbabwe,14640
11263,Badminton,Portugal,14640
10917,Parenting Teens,Algeria,14640
10004,Sports,,14640
20774,Events and Attractions,,14640
1575,Thyroid Disorders,Thailand,14640
10630,Snooker/Pool/Billiards,,14640
10412,Winter Olympic Sports,,14640
4430,Divorce,Germany,14640
7345,Smartphones,South Korea,14625
13053,Celebrity Relationships,Nigeria,14625
9265,Exercise and Fitness Video Games,Turkey,14625
11962,Winter Olympic Sports,Jordan,14625
3101,Language Learning,Germany,14625
15846,Sikhism,China,14625
12367,Education,Egypt,14625
14101,Table Tennis,Finland,14625
8887,Men's Casual Wear,Cambodia,14610
16723,Blood Disorders,Saudi Arabia,14610
18242,Hobbies & Interests,Senegal,14610
6562,Online Education,Canada,14610
17661,Flower Shopping,Nigeria,14610
16386,Family Travel,Philippines,14610
7683,Antiquing and Antiques,South Korea,14610
11361,Consumer Banking,Philippines,14610
1225,Financial Reform,Canada,14610
925,Sci-fi and Fantasy,Singapore,14595
11203,Photo Editing Software,Finland,14595
9238,Volleyball,Greece,14595
18588,Europe Travel,Sri Lanka,14595
11045,Rugby Union,Congo Dem Rep,14595
5492,Children's Health,Bahrain,14580
2766,Content Production,Bolivia,14580
5965,Pets,Indonesia,14580
18751,Hotel Properties,Egypt,14580
1186,Sports TV,Liberia,14580
7946,Poker and Professional Gambling,India,14565
12925,Internet of Things,Ireland,14565
14983,Cooking,Malaysia,14565
10970,Women's Intimates and Sleepwear,Brazil,14565
8642,Debt Factoring & Invoice Discounting,South Korea,14565
8517,Drama TV,Denmark,14565
17522,Phone Services,Jordan,14565
8839,Spas,France,14565
17348,Street Style,Oman,14565
904,Adult Contemporary Music,Argentina,14565
18181,Rugby Union,Lebanon,14565
5544,Softball,Kenya,14565
1504,Christianity,Hong Kong,14565
8246,"Soundtracks, TV and Showtunes",,14565
21091,Sports TV,Slovakia,14565
19033,Office Property,New Zealand,14565
8055,Houses,Kuwait,14565
4768,Motorcycle Sports,Bangladesh,14565
871,Rodeo,Australia,14550
1294,Educational Radio,,14550
6682,Tablets and E-readers,Algeria,14550
9820,Career Planning,Indonesia,14550
17828,Internet Service Providers,Malaysia,14550
20295,Web Hosting,,14550
14127,Auto Type,Morocco,14550
12504,World/International Music,New Zealand,14535
19611,Bars & Restaurants,Jordan,14535
467,Needlework,Japan,14535
10622,Coupons and Discounts,Brazil,14535
14010,Water Polo,Kenya,14535
11984,Squash,Canada,14535
10104,Rugby Union,Tunisia,14535
13442,Events and Attractions,,14535
1773,Online Education,Taiwan,14535
18843,Anniversary,Norway,14520
18898,Educational Assessment,Thailand,14520
15230,Summer Olympic Sports,Jordan,14520
15276,Computer Software and Applications,Cameroon,14520
14504,Educational Radio,,14520
8488,Rock Music,Morocco,14520
14499,Sports Equipment,Finland,14520
6827,Action and Adventure Movies,Ukraine,14505
12001,Factual TV,Liberia,14505
2182,Music TV,Paraguay,14505
8638,Beauty,Mexico,14505
3013,Standardized Testing,Thailand,14505
8688,Adult Album Alternative,Singapore,14490
4483,Science,Egypt,14490
5904,Luxury Cars,Thailand,14490
6901,Digestive Disorders,USA,14490
11285,Action-Adventure Video Games,Zambia,14490
11648,Biotech and Biomedical Industry,India,14490
10434,Badminton,Belgium,14490
9554,Rugby,,14475
4228,Email,South Africa,14475
17009,Computer Peripherals,UK,14475
11275,Drama TV,Bangladesh,14460
5065,Personal Celebrations & Life Events,China,14460
13756,Online Education,Saudi Arabia,14460
18703,Web Conferencing,Denmark,14460
4648,Auto Insurance,Oman,14460
20111,Horror Movies,Brunei,14460
201,Real Estate Renting and Leasing,Peru,14460
6461,Events and Attractions,Somalia,14460
16164,Children's Games and Toys,South Africa,14460
15251,Designer Clothing,Libya,14460
2831,Bowling,Oman,14460
19063,Budget Travel,Qatar,14460
17961,Astrology,Canada,14460
4877,Hatchback,,14460
2883,Content Production,Norway,14445
19825,Web Hosting,,14445
14805,Celebrity Homes,Singapore,14445
11195,Books and Literature,Tunisia,14445
9354,Houses,USA,14445
14398,Water Polo,India,14445
17413,Men's Formal Wear,Ireland,14445
16070,News/Talk Radio,Cameroon,14430
19940,Personal Celebrations & Life Events,,14430
6355,Audio Production,Tunisia,14430
19073,Auto Repair,Oman,14430
2524,Day Trips,Kenya,14430
19705,"Ear, Nose and Throat Conditions",France,14430
18714,Food Movements,Philippines,14430
5276,Medical Tests,Qatar,14430
6988,Shareware and Freeware,Afghanistan,14415
12078,Crime,Thailand,14415
18848,Soft Rock,Nigeria,14415
12488,Construction Industry,Indonesia,14415
12097,Real Estate Buying and Selling,Cambodia,14415
12091,Stocks and Bonds,Egypt,14415
2133,Classic Hits,Spain,14415
6935,Stocks and Bonds,Jordan,14415
18762,Coupons and Discounts,Taiwan,14400
2549,Photo Editing Software,,14400
8136,College Radio,Thailand,14400
6850,Rugby League,,14400
18100,Adventure Video Games,,14400
8436,Concerts & Music Events,,14400
19391,College Education,Philippines,14400
18900,Malls & Shopping Centers,,14400
14669,Barbecues and Grilling,Saudi Arabia,14400
11715,Performance Cars,Oman,14400
3504,Parenting Babies and Toddlers,Nigeria,14400
7433,College Sports,Algeria,14400
6951,Fishing Sports,Sierra Leone,14400
12559,Motorcycle Sports,Iran,14400
15927,Romance Movies,Finland,14400
11262,Soccer,Vietnam,14400
8604,Swimming,Australia,14400
1325,Auto Racing,Jordan,14400
19432,Sports Radio,Brazil,14400
909,Off-Road Vehicles,Saudi Arabia,14385
17380,Business Banking & Finance,Uganda,14385
6953,Tennis,Thailand,14385
9277,Angel Investment,Qatar,14385
471,Auto Rentals,USA,14385
17017,Awards Shows,Sweden,14385
19367,Sports TV,,14370
9436,Men's Formal Wear,New Zealand,14370
16366,Ice Hockey,Nigeria,14370
1703,Web Development,Denmark,14370
19980,Undergraduate Education,Thailand,14370
3288,Geography,Australia,14370
17473,Spas,Libya,14370
10020,Science Fiction TV,Zimbabwe,14370
14655,Cancer,Singapore,14370
13112,Business Administration,Saudi Arabia,14355
11340,Comedy Movies,New Zealand,14355
14222,Role-Playing Video Games,Afghanistan,14355
4266,American Football,Rwanda,14355
13439,Cameras and Camcorders,South Korea,14355
13772,Home Utilities,Bahrain,14355
4313,Economy,South Korea,14340
17871,Beach Volleyball,Netherlands,14340
2647,Databases,Italy,14340
10582,Alcoholic Beverages,Japan,14340
15408,Music and Audio,,14340
5716,Medical Health,Ireland,14340
14068,Industries,Australia,14340
3513,Christianity,Italy,14340
1790,Magic and Illusion,Brazil,14340
16821,Cameras and Camcorders,South Africa,14340
9089,R&B/Soul/Funk,,14340
17735,Songwriters/Folk,,14340
4477,Rugby League,,14340
3877,Music TV,Mozambique,14325
20219,"Soundtracks, TV and Showtunes",Ghana,14325
1552,Urban AC Music,Tunisia,14325
18374,Real Estate Buying and Selling,South Korea,14325
13632,Shareware and Freeware,,14325
8807,Personal Investing,Qatar,14325
17902,Shareware and Freeware,Palestine,14325
4637,Music and Party Video Games,,14325
13404,Beach Volleyball,Japan,14325
8956,Video Software,Senegal,14325
10567,Comic Books,USA,14310
5824,Gardening,Australia,14310
13234,Undergraduate Education,Philippines,14310
3489,Web Development,,14310
20615,Daycare and Pre-School,UK,14310
1476,Action and Adventure Movies,Taiwan,14295
5939,Cigars,Tunisia,14295
21097,Asia Travel,Hong Kong,14295
14099,Soccer,,14295
10449,Africa Travel,Denmark,14295
16879,News/Talk Radio,,14295
13305,Children's Clothing,Oman,14280
731,Classical Music,New Zealand,14280
6002,Urban AC Music,South Korea,14280
8474,Parenting,Sweden,14280
16362,Australian Rules Football,,14280
5263,Modern Art,Ireland,14280
11745,Men's Clothing,Afghanistan,14280
5256,Fan Conventions,USA,14280
20301,Men's Sportswear,Algeria,14280
1778,Theater Venues and Events,Bangladesh,14265
15741,Technology & Computing,Algeria,14265
14044,College Sports,New Zealand,14265
7223,Events and Attractions,Ecuador,14265
10259,College Planning,Thailand,14265
4196,Auto Shows,Thailand,14265
12847,Table Tennis,Egypt,14265
6699,Design,France,14250
19577,South America Travel,Bangladesh,14250
3029,Environmental Services Industry,India,14250
17563,Coupons and Discounts,Kenya,14250
3861,Darts,,14250
17207,Nightclubs,Spain,14250
9080,Men's Formal Wear,Cambodia,14250
19358,Talk Radio,Mauritania,14250
11365,Celebrity Families,Germany,14250
7113,Sporting Events,Russia,14235
2188,Adventure Travel,Ghana,14235
12758,Simulation Video Games,Cambodia,14235
15637,Fantasy Sports,,14235
8934,Travel Accessories,Indonesia,14235
12675,Content Production,Greece,14220
11226,Internet,,14220
4590,Summer Olympic Sports,,14220
11982,Snooker/Pool/Billiards,CoteDIvore,14220
13759,Events and Attractions,,14220
20046,Sports,CoteDIvore,14220
8942,Action-Adventure Video Games,,14220
11963,Parenting,Belgium,14205
17140,Horror Movies,,14205
3540,Air Travel,Pakistan,14205
5225,Auto Racing,Sierra Leone,14205
8826,Style & Fashion,Peru,14205
7983,Beauty,Algeria,14205
12861,Travel,Qatar,14205
12656,Wellness,Canada,14205
4463,Personal Care,Turkey,14190
19276,Educational Video Games,Ukraine,14190
14923,Fantasy Sports,,14190
8031,Pharmaceutical Drugs,Nigeria,14190
13887,Horror Movies,,14190
13547,Heart and Cardiovascular Diseases,South Africa,14190
4072,Rugby,,14190
19019,Dance and Electronic Music,Singapore,14190
13986,Crime and Mystery Movies,Nigeria,14175
31,Vegetarian Diets,Spain,14175
13675,Weather,Morocco,14175
17081,Animation TV,Finland,14175
14749,Vocational Training,South Africa,14160
8331,Sporting Events,,14160
1209,Concept Cars,Japan,14160
2643,Undergraduate Education,Bahrain,14160
12870,Video Game Genres,China,14160
20485,Business Expos & Conferences,,14160
16889,Africa Travel,Zimbabwe,14145
5663,Factual TV,,14145
19076,Children's Literature,Jordan,14145
14427,Children's Literature,Germany,14145
829,Vaccines,UAE,14145
254,Databases,Netherlands,14145
20015,Social Networking,Portugal,14145
4162,Hedge Funds,New Zealand,14145
11635,Events and Attractions,,14145
10787,Executive Leadership & Management,Thailand,14145
20988,Judaism,Philippines,14145
7794,Bars & Restaurants,Germany,14145
6567,Concerts & Music Events,Argentina,14145
1320,Station Wagon,Bahrain,14145
8370,Weather,Czech,14145
20707,Adult Album Alternative,Italy,14145
5862,Sales and Promotions,Saudi Arabia,14130
4200,Business Utilities,Saudi Arabia,14130
4191,Sports Video Games,,14130
19184,Desktop Publishing,Portugal,14130
1426,Travel Type,Belgium,14130
551,Squash,South Africa,14130
20380,Nightclubs,South Africa,14115
11945,Medical Tests,Nigeria,14115
9987,Celebrity Deaths,Hong Kong,14115
9034,PC Games,Canada,14115
5317,Swimming,Canada,14115
217,Augmented Reality,Egypt,14115
3893,Wellness,Algeria,14115
3143,National News,,14115
16478,Volleyball,Morocco,14115
7134,Pet Insurance,USA,14100
18558,Bachelor Party,Morocco,14100
13629,Comics and Graphic Novels,Qatar,14100
12540,Soap Opera TV,Bangladesh,14100
1304,Music TV,Liberia,14100
16344,Jazz,USA,14100
9304,Financial Assistance,Turkey,14100
3927,World Cuisines,Malaysia,14100
5557,Travel Locations,Finland,14100
11697,Science Fiction TV,Mauritius,14100
7047,Bachelorette Party,New Zealand,14100
7491,Real Estate,,14085
5538,Disabled Sports,Israel,14085
15179,Undergraduate Education,Japan,14085
1082,Public Radio,Sri Lanka,14085
5577,Sedan,Spain,14085
14984,Healthy Cooking and Eating,Taiwan,14085
6371,Web Development,,14085
5041,Job Fairs,Thailand,14085
4481,Rugby,Brunei,14085
13099,Women's Clothing,Portugal,14085
13144,Internet,Paraguay,14085
6899,Web Conferencing,Sudan,14085
17488,Young Adult Literature,Pakistan,14085
16178,Australia and Oceania Travel,Brazil,14085
5200,Children's TV,,14070
4711,Personal Debt,Singapore,14070
9180,Single Life,Sweden,14070
7416,Air Travel,,14070
18982,Freelance Writing,Colombia,14070
2993,Comic Books,Malaysia,14070
13879,Web Design and HTML,,14070
11134,Weather,Romania,14070
18071,Apartments,Israel,14070
10112,Australian Rules Football,Brunei,14070
657,Music TV,,14055
11908,Painting,Japan,14055
9074,Travel Insurance,USA,14055
8222,Birdwatching,UK,14055
1270,Olympic Sports,Romania,14040
17415,Romance Movies,,14040
11958,International News,,14040
8872,Single Life,Spain,14040
11079,Women's Clothing,Kenya,14040
9364,Ice Hockey,South Africa,14040
16982,North America Travel,Afghanistan,14040
5707,Home Appliances,Bangladesh,14040
6894,Business Banking & Finance,Peru,14025
4354,Local News,,14025
8429,Housing Market,Indonesia,14025
18897,Special Education,Qatar,14025
16448,Songwriters/Folk,Cameroon,14025
7889,Brain and Nervous System Disorders,Colombia,14025
10354,Strategy Video Games,,14025
2676,Men's Clothing,Ghana,14025
5568,Exercise and Fitness Video Games,Philippines,14025
17145,R&B/Soul/Funk,Cameroon,14025
11342,Music and Audio,Cameroon,14025
12487,Information Services Industry,India,14025
12912,Extreme Sports,Belgium,14010
73,Politics,Hong Kong,14010
17366,Business Travel,Canada,14010
3219,Shareware and Freeware,Greece,14010
8636,Dash Cam Videos,South Africa,14010
19467,High Fashion,Libya,14010
2861,Video Game Genres,,14010
3011,Language Learning,Brazil,14010
17311,Smart Home,Lebanon,14010
11089,Financial Crisis,Indonesia,14010
4542,Financial Regulation,Singapore,13995
9297,Fashion Events,Switzerland,13995
8863,Commodities,New Zealand,13995
10545,Martial Arts,Indonesia,13995
11514,College Basketball,Italy,13995
9219,Personal Finance,Ireland,13980
5457,Sedan,Australia,13980
10183,National & Civic Holidays,Iraq,13980
13011,Homework and Study,Thailand,13980
11490,Travel Locations,Uganda,13980
8997,Parenting Children Aged 4-11,Kenya,13965
5422,Boxing,Denmark,13965
9308,Paranormal Phenomena,Colombia,13965
19731,Men's Formal Wear,,13965
7203,Beadwork,UK,13965
19758,American Football,Tunisia,13965
2542,Travel Books,Qatar,13965
2335,Financial Reform,Kuwait,13965
13009,Economy,Ireland,13965
16991,Women's Accessories,Peru,13950
11191,Women's Hats and Scarves,Tunisia,13950
15119,Special Needs Kids,Spain,13950
20112,Horror Movies,Paraguay,13950
19397,Computer Animation,Algeria,13950
16444,Drama Movies,Israel,13950
14334,Sleep Disorders,Qatar,13950
7982,Auto Buying and Selling,Bahrain,13950
11454,Land and Farms,Qatar,13950
15242,Rugby League,Brunei,13950
6731,Personal Finance,Indonesia,13935
15176,Business I.T.,Philippines,13935
3321,Console Games,Iraq,13935
6500,Pets,Egypt,13935
17014,Endocrine and Metabolic Diseases,Colombia,13935
14538,College Sports,Iraq,13935
3692,Economy,Iran,13935
3828,Drama Movies,South Korea,13920
13486,Real Estate Renting and Leasing,,13920
8294,North America Travel,Turkey,13920
3285,Rugby League,,13920
12563,Vocational Training,USA,13920
1308,Family Travel,Oman,13920
17980,Animation TV,Kenya,13920
4738,Children's TV,,13920
10208,Religious (Music and Audio),South Africa,13905
20478,Substance Abuse,Qatar,13905
17306,Fitness and Exercise,Philippines,13905
11579,Rock Music,Turkey,13905
14908,Pop Culture,Denmark,13905
7195,Puzzle Video Games,Iran,13905
2129,Animation Movies,,13905
7446,Language Learning,South Korea,13890
